tanggal,komoditas,lokasi,harga
2026-06-24,Beras Medium,Rata-rata DKI Jakarta,13000
2026-06-24,Gula Pasir Kemasan Premium,Rata-rata DKI Jakarta,18854
2026-06-24,Minyak Goreng Kemasan Premium,Rata-rata DKI Jakarta,22667
2026-06-24,Minyak Goreng MINYAKITA,Rata-rata DKI Jakarta,17300
2026-06-24,Daging Sapi,Rata-rata DKI Jakarta,150000
2026-06-24,Cabe Rawit Ijo Besar,Rata-rata DKI Jakarta,42708
2026-06-24,Ikan Kembung,Rata-rata DKI Jakarta,45000
2026-06-24,Kacang Kedelai,Rata-rata DKI Jakarta,18889
2026-06-25,Beras IR. I (IR 64),Rata-rata DKI Jakarta,15395
2026-06-25,Beras IR. II (IR 64) Ramos,Rata-rata DKI Jakarta,14600
2026-06-25,Beras IR. III (IR 64),Rata-rata DKI Jakarta,14000
2026-06-25,Beras Muncul I,Rata-rata DKI Jakarta,15583
2026-06-25,Beras IR 42/Pera,Rata-rata DKI Jakarta,16350
2026-06-25,Beras Setra I/Premium,Rata-rata DKI Jakarta,16980
2026-06-25,Minyak Goreng (Kuning/Curah),Rata-rata DKI Jakarta,21553
2026-06-25,Cabe Merah Keriting,Rata-rata DKI Jakarta,51857
2026-06-25,Cabe Merah Besar (TW),Rata-rata DKI Jakarta,61450
2026-06-25,Cabe Rawit Merah,Rata-rata DKI Jakarta,67731
2026-06-25,Cabe Rawit Hijau,Rata-rata DKI Jakarta,55938
2026-06-25,Bawang Merah,Rata-rata DKI Jakarta,53967
2026-06-25,Bawang Putih,Rata-rata DKI Jakarta,44031
2026-06-25,Daging Sapi Has (Paha Belakang),Rata-rata DKI Jakarta,152321
2026-06-25,Daging Sapi Murni (Semur),Rata-rata DKI Jakarta,148190
2026-06-25,Ayam Broiler/Ras,Rata-rata DKI Jakarta,41132
2026-06-25,Telur Ayam Ras,Rata-rata DKI Jakarta,27616
2026-06-25,Gula Pasir,Rata-rata DKI Jakarta,18579
2026-06-25,Tepung Terigu,Rata-rata DKI Jakarta,11643
2026-06-25,Garam Dapur,Rata-rata DKI Jakarta,4533
2026-06-25,Kentang (sedang),Rata-rata DKI Jakarta,19369
2026-06-25,Tomat Buah,Rata-rata DKI Jakarta,19135
2026-06-25,Kelapa Kupas,Rata-rata DKI Jakarta,14553
2026-06-25,Semangka,Rata-rata DKI Jakarta,13908
2026-06-25,Jeruk Medan,Rata-rata DKI Jakarta,31817
2026-06-25,Daging Kambing,Rata-rata DKI Jakarta,152750
2026-06-25,Daging Babi Berlemak,Rata-rata DKI Jakarta,106167
2026-06-25,Ikan Bandeng (sedang),Rata-rata DKI Jakarta,43995
2026-06-25,Ikan Mas,Rata-rata DKI Jakarta,41733
2026-06-25,Ikan Lele,Rata-rata DKI Jakarta,30483
2026-06-25,Gas Elpiji 3kg,Rata-rata DKI Jakarta,20500
2026-06-25,Susu Bubuk Bendera 400gr,Rata-rata DKI Jakarta,45500
2026-06-25,Susu Bubuk Dancow 400gr,Rata-rata DKI Jakarta,51250
2026-06-25,Susu Kental Bendera 200gr,Rata-rata DKI Jakarta,13351
2026-06-25,Susu Kental Enak 200gr,Rata-rata DKI Jakarta,11967
2026-06-25,Margarin Blueband Cup,Rata-rata DKI Jakarta,18550
2026-06-25,Margarin Blueband Sachet,Rata-rata DKI Jakarta,10625
2026-06-25,Beras Medium,Rata-rata DKI Jakarta,14000
2026-06-25,Gula Pasir Kemasan Premium,Rata-rata DKI Jakarta,18875
2026-06-25,Minyak Goreng Kemasan Premium,Rata-rata DKI Jakarta,22875
2026-06-25,Minyak Goreng MINYAKITA,Rata-rata DKI Jakarta,17246
2026-06-25,Daging Sapi,Rata-rata DKI Jakarta,144583
2026-06-25,Cabe Rawit Ijo Besar,Rata-rata DKI Jakarta,43542
2026-06-25,Ikan Kembung,Rata-rata DKI Jakarta,47125
2026-06-25,Kacang Kedelai,Rata-rata DKI Jakarta,19417
2026-06-26,Beras IR. I (IR 64),Rata-rata DKI Jakarta,15412
2026-06-26,Beras IR. II (IR 64) Ramos,Rata-rata DKI Jakarta,14620
2026-06-26,Beras IR. III (IR 64),Rata-rata DKI Jakarta,14025
2026-06-26,Beras Muncul I,Rata-rata DKI Jakarta,15250
2026-06-26,Beras IR 42/Pera,Rata-rata DKI Jakarta,16345
2026-06-26,Beras Setra I/Premium,Rata-rata DKI Jakarta,16875
2026-06-26,Minyak Goreng (Kuning/Curah),Rata-rata DKI Jakarta,21773
2026-06-26,Cabe Merah Keriting,Rata-rata DKI Jakarta,48683
2026-06-26,Cabe Merah Besar (TW),Rata-rata DKI Jakarta,59250
2026-06-26,Cabe Rawit Merah,Rata-rata DKI Jakarta,65983
2026-06-26,Cabe Rawit Hijau,Rata-rata DKI Jakarta,54867
2026-06-26,Bawang Merah,Rata-rata DKI Jakarta,52867
2026-06-26,Bawang Putih,Rata-rata DKI Jakarta,43350
2026-06-26,Daging Sapi Has (Paha Belakang),Rata-rata DKI Jakarta,152000
2026-06-26,Daging Sapi Murni (Semur),Rata-rata DKI Jakarta,146667
2026-06-26,Ayam Broiler/Ras,Rata-rata DKI Jakarta,41233
2026-06-26,Telur Ayam Ras,Rata-rata DKI Jakarta,26513
2026-06-26,Gula Pasir,Rata-rata DKI Jakarta,18617
2026-06-26,Tepung Terigu,Rata-rata DKI Jakarta,11493
2026-06-26,Garam Dapur,Rata-rata DKI Jakarta,4392
2026-06-26,Kentang (sedang),Rata-rata DKI Jakarta,19480
2026-06-26,Tomat Buah,Rata-rata DKI Jakarta,18863
2026-06-26,Kelapa Kupas,Rata-rata DKI Jakarta,14650
2026-06-26,Semangka,Rata-rata DKI Jakarta,13708
2026-06-26,Jeruk Medan,Rata-rata DKI Jakarta,30800
2026-06-26,Daging Kambing,Rata-rata DKI Jakarta,152333
2026-06-26,Daging Babi Berlemak,Rata-rata DKI Jakarta,107500
2026-06-26,Ikan Bandeng (sedang),Rata-rata DKI Jakarta,42250
2026-06-26,Ikan Mas,Rata-rata DKI Jakarta,41987
2026-06-26,Ikan Lele,Rata-rata DKI Jakarta,30200
2026-06-26,Gas Elpiji 3kg,Rata-rata DKI Jakarta,20500
2026-06-26,Susu Bubuk Bendera 400gr,Rata-rata DKI Jakarta,45000
2026-06-26,Susu Bubuk Dancow 400gr,Rata-rata DKI Jakarta,46667
2026-06-26,Susu Kental Bendera 200gr,Rata-rata DKI Jakarta,13087
2026-06-26,Susu Kental Enak 200gr,Rata-rata DKI Jakarta,12000
2026-06-26,Margarin Blueband Cup,Rata-rata DKI Jakarta,18417
2026-06-26,Margarin Blueband Sachet,Rata-rata DKI Jakarta,10513
2026-06-26,Beras Medium,Rata-rata DKI Jakarta,14000
2026-06-26,Gula Pasir Kemasan Premium,Rata-rata DKI Jakarta,18938
2026-06-26,Minyak Goreng Kemasan Premium,Rata-rata DKI Jakarta,23333
2026-06-26,Minyak Goreng MINYAKITA,Rata-rata DKI Jakarta,17563
2026-06-26,Daging Sapi,Rata-rata DKI Jakarta,149167
2026-06-26,Cabe Rawit Ijo Besar,Rata-rata DKI Jakarta,40625
2026-06-26,Ikan Kembung,Rata-rata DKI Jakarta,47500
2026-06-26,Kacang Kedelai,Rata-rata DKI Jakarta,19333
2026-06-27,Beras IR. I (IR 64),Rata-rata DKI Jakarta,15550
2026-06-27,Beras IR. II (IR 64) Ramos,Rata-rata DKI Jakarta,14657
2026-06-27,Beras IR. III (IR 64),Rata-rata DKI Jakarta,13939
2026-06-27,Beras Muncul I,Rata-rata DKI Jakarta,13671
2026-06-27,Beras IR 42/Pera,Rata-rata DKI Jakarta,16552
2026-06-27,Beras Setra I/Premium,Rata-rata DKI Jakarta,16819
2026-06-27,Minyak Goreng (Kuning/Curah),Rata-rata DKI Jakarta,22113
2026-06-27,Cabe Merah Keriting,Rata-rata DKI Jakarta,47431
2026-06-27,Cabe Merah Besar (TW),Rata-rata DKI Jakarta,58633
2026-06-27,Cabe Rawit Merah,Rata-rata DKI Jakarta,64962
2026-06-27,Cabe Rawit Hijau,Rata-rata DKI Jakarta,55838
2026-06-27,Bawang Merah,Rata-rata DKI Jakarta,52357
2026-06-27,Bawang Putih,Rata-rata DKI Jakarta,43745
2026-06-27,Daging Sapi Has (Paha Belakang),Rata-rata DKI Jakarta,152429
2026-06-27,Daging Sapi Murni (Semur),Rata-rata DKI Jakarta,148191
2026-06-27,Ayam Broiler/Ras,Rata-rata DKI Jakarta,43019
2026-06-27,Telur Ayam Ras,Rata-rata DKI Jakarta,27260
2026-06-27,Gula Pasir,Rata-rata DKI Jakarta,18452
2026-06-27,Tepung Terigu,Rata-rata DKI Jakarta,11417
2026-06-27,Garam Dapur,Rata-rata DKI Jakarta,4292
2026-06-27,Kentang (sedang),Rata-rata DKI Jakarta,18897
2026-06-27,Tomat Buah,Rata-rata DKI Jakarta,18886
2026-06-27,Kelapa Kupas,Rata-rata DKI Jakarta,14483
2026-06-27,Semangka,Rata-rata DKI Jakarta,13683
2026-06-27,Jeruk Medan,Rata-rata DKI Jakarta,30653
2026-06-27,Daging Kambing,Rata-rata DKI Jakarta,151750
2026-06-27,Daging Babi Berlemak,Rata-rata DKI Jakarta,103111
2026-06-27,Ikan Bandeng (sedang),Rata-rata DKI Jakarta,43129
2026-06-27,Ikan Mas,Rata-rata DKI Jakarta,42483
2026-06-27,Ikan Lele,Rata-rata DKI Jakarta,30533
2026-06-27,Gas Elpiji 3kg,Rata-rata DKI Jakarta,20533
2026-06-27,Susu Bubuk Bendera 400gr,Rata-rata DKI Jakarta,45000
2026-06-27,Susu Bubuk Dancow 400gr,Rata-rata DKI Jakarta,46667
2026-06-27,Susu Kental Bendera 200gr,Rata-rata DKI Jakarta,13139
2026-06-27,Susu Kental Enak 200gr,Rata-rata DKI Jakarta,11933
2026-06-27,Margarin Blueband Cup,Rata-rata DKI Jakarta,18100
2026-06-27,Margarin Blueband Sachet,Rata-rata DKI Jakarta,10479
2026-06-27,Beras Medium,Rata-rata DKI Jakarta,14000
2026-06-27,Gula Pasir Kemasan Premium,Rata-rata DKI Jakarta,18771
2026-06-27,Minyak Goreng Kemasan Premium,Rata-rata DKI Jakarta,22833
2026-06-27,Minyak Goreng MINYAKITA,Rata-rata DKI Jakarta,17604
2026-06-27,Daging Sapi,Rata-rata DKI Jakarta,148750
2026-06-27,Cabe Rawit Ijo Besar,Rata-rata DKI Jakarta,39792
2026-06-27,Ikan Kembung,Rata-rata DKI Jakarta,46250
2026-06-27,Kacang Kedelai,Rata-rata DKI Jakarta,17917
2026-06-29,Beras IR. I (IR 64),Rata-rata DKI Jakarta,15679
2026-06-29,Beras IR. II (IR 64) Ramos,Rata-rata DKI Jakarta,14727
2026-06-29,Beras IR. III (IR 64),Rata-rata DKI Jakarta,13931
2026-06-29,Beras Muncul I,Rata-rata DKI Jakarta,14860
2026-06-29,Beras IR 42/Pera,Rata-rata DKI Jakarta,16301
2026-06-29,Beras Setra I/Premium,Rata-rata DKI Jakarta,16804
2026-06-29,Minyak Goreng (Kuning/Curah),Rata-rata DKI Jakarta,21737
2026-06-29,Cabe Merah Keriting,Rata-rata DKI Jakarta,49897
2026-06-29,Cabe Merah Besar (TW),Rata-rata DKI Jakarta,60300
2026-06-29,Cabe Rawit Merah,Rata-rata DKI Jakarta,65208
2026-06-29,Cabe Rawit Hijau,Rata-rata DKI Jakarta,56785
2026-06-29,Bawang Merah,Rata-rata DKI Jakarta,52079
2026-06-29,Bawang Putih,Rata-rata DKI Jakarta,44085
2026-06-29,Daging Sapi Has (Paha Belakang),Rata-rata DKI Jakarta,153012
2026-06-29,Daging Sapi Murni (Semur),Rata-rata DKI Jakarta,148024
2026-06-29,Ayam Broiler/Ras,Rata-rata DKI Jakarta,41552
2026-06-29,Telur Ayam Ras,Rata-rata DKI Jakarta,26925
2026-06-29,Gula Pasir,Rata-rata DKI Jakarta,18632
2026-06-29,Tepung Terigu,Rata-rata DKI Jakarta,11413
2026-06-29,Garam Dapur,Rata-rata DKI Jakarta,4488
2026-06-29,Kentang (sedang),Rata-rata DKI Jakarta,19356
2026-06-29,Tomat Buah,Rata-rata DKI Jakarta,18497
2026-06-29,Kelapa Kupas,Rata-rata DKI Jakarta,14583
2026-06-29,Semangka,Rata-rata DKI Jakarta,13603
2026-06-29,Jeruk Medan,Rata-rata DKI Jakarta,31800
2026-06-29,Daging Kambing,Rata-rata DKI Jakarta,153333
2026-06-29,Daging Babi Berlemak,Rata-rata DKI Jakarta,106167
2026-06-29,Ikan Bandeng (sedang),Rata-rata DKI Jakarta,43845
2026-06-29,Ikan Mas,Rata-rata DKI Jakarta,42123
2026-06-29,Ikan Lele,Rata-rata DKI Jakarta,30447
2026-06-29,Gas Elpiji 3kg,Rata-rata DKI Jakarta,20533
2026-06-29,Susu Bubuk Bendera 400gr,Rata-rata DKI Jakarta,45000
2026-06-29,Susu Bubuk Dancow 400gr,Rata-rata DKI Jakarta,51250
2026-06-29,Susu Kental Bendera 200gr,Rata-rata DKI Jakarta,13321
2026-06-29,Susu Kental Enak 200gr,Rata-rata DKI Jakarta,12100
2026-06-29,Margarin Blueband Cup,Rata-rata DKI Jakarta,17947
2026-06-29,Margarin Blueband Sachet,Rata-rata DKI Jakarta,10612
2026-06-29,Beras Medium,Rata-rata DKI Jakarta,14000
2026-06-29,Gula Pasir Kemasan Premium,Rata-rata DKI Jakarta,18938
2026-06-29,Minyak Goreng Kemasan Premium,Rata-rata DKI Jakarta,22625
2026-06-29,Minyak Goreng MINYAKITA,Rata-rata DKI Jakarta,17604
2026-06-29,Daging Sapi,Rata-rata DKI Jakarta,148750
2026-06-29,Cabe Rawit Ijo Besar,Rata-rata DKI Jakarta,40417
2026-06-29,Ikan Kembung,Rata-rata DKI Jakarta,47500
2026-06-29,Kacang Kedelai,Rata-rata DKI Jakarta,18889
2026-06-30,Beras IR. I (IR 64),Rata-rata DKI Jakarta,15595
2026-06-30,Beras IR. II (IR 64) Ramos,Rata-rata DKI Jakarta,14825
2026-06-30,Beras IR. III (IR 64),Rata-rata DKI Jakarta,13882
2026-06-30,Beras Muncul I,Rata-rata DKI Jakarta,16389
2026-06-30,Beras IR 42/Pera,Rata-rata DKI Jakarta,16233
2026-06-30,Beras Setra I/Premium,Rata-rata DKI Jakarta,16377
2026-06-30,Minyak Goreng (Kuning/Curah),Rata-rata DKI Jakarta,21686
2026-06-30,Cabe Merah Keriting,Rata-rata DKI Jakarta,49014
2026-06-30,Cabe Merah Besar (TW),Rata-rata DKI Jakarta,56700
2026-06-30,Cabe Rawit Merah,Rata-rata DKI Jakarta,62936
2026-06-30,Cabe Rawit Hijau,Rata-rata DKI Jakarta,54364
2026-06-30,Bawang Merah,Rata-rata DKI Jakarta,52000
2026-06-30,Bawang Putih,Rata-rata DKI Jakarta,43228
2026-06-30,Daging Sapi Has (Paha Belakang),Rata-rata DKI Jakarta,136943
2026-06-30,Daging Sapi Murni (Semur),Rata-rata DKI Jakarta,148024
2026-06-30,Ayam Broiler/Ras,Rata-rata DKI Jakarta,41657
2026-06-30,Telur Ayam Ras,Rata-rata DKI Jakarta,26279
2026-06-30,Gula Pasir,Rata-rata DKI Jakarta,18516
2026-06-30,Tepung Terigu,Rata-rata DKI Jakarta,11570
2026-06-30,Garam Dapur,Rata-rata DKI Jakarta,4862
2026-06-30,Kentang (sedang),Rata-rata DKI Jakarta,19340
2026-06-30,Tomat Buah,Rata-rata DKI Jakarta,18871
2026-06-30,Kelapa Kupas,Rata-rata DKI Jakarta,14953
2026-06-30,Semangka,Rata-rata DKI Jakarta,13842
2026-06-30,Jeruk Medan,Rata-rata DKI Jakarta,31483
2026-06-30,Daging Kambing,Rata-rata DKI Jakarta,153400
2026-06-30,Daging Babi Berlemak,Rata-rata DKI Jakarta,106167
2026-06-30,Ikan Bandeng (sedang),Rata-rata DKI Jakarta,44262
2026-06-30,Ikan Mas,Rata-rata DKI Jakarta,41900
2026-06-30,Ikan Lele,Rata-rata DKI Jakarta,30917
2026-06-30,Gas Elpiji 3kg,Rata-rata DKI Jakarta,40300
2026-06-30,Susu Bubuk Bendera 400gr,Rata-rata DKI Jakarta,45000
2026-06-30,Susu Bubuk Dancow 400gr,Rata-rata DKI Jakarta,52250
2026-06-30,Susu Kental Bendera 200gr,Rata-rata DKI Jakarta,13314
2026-06-30,Susu Kental Enak 200gr,Rata-rata DKI Jakarta,12033
2026-06-30,Margarin Blueband Cup,Rata-rata DKI Jakarta,18407
2026-06-30,Margarin Blueband Sachet,Rata-rata DKI Jakarta,10300
2026-06-30,Beras Medium,Rata-rata DKI Jakarta,13500
2026-06-30,Gula Pasir Kemasan Premium,Rata-rata DKI Jakarta,18729
2026-06-30,Minyak Goreng Kemasan Premium,Rata-rata DKI Jakarta,23521
2026-06-30,Minyak Goreng MINYAKITA,Rata-rata DKI Jakarta,17038
2026-06-30,Daging Sapi,Rata-rata DKI Jakarta,149583
2026-06-30,Cabe Rawit Ijo Besar,Rata-rata DKI Jakarta,42292
2026-06-30,Ikan Kembung,Rata-rata DKI Jakarta,45417
2026-06-30,Kacang Kedelai,Rata-rata DKI Jakarta,17917
2026-07-01,Beras IR. I (IR 64),Rata-rata DKI Jakarta,15499
2026-07-01,Beras IR. II (IR 64) Ramos,Rata-rata DKI Jakarta,14807
2026-07-01,Beras IR. III (IR 64),Rata-rata DKI Jakarta,13870
2026-07-01,Beras Muncul I,Rata-rata DKI Jakarta,15407
2026-07-01,Beras IR 42/Pera,Rata-rata DKI Jakarta,16611
2026-07-01,Beras Setra I/Premium,Rata-rata DKI Jakarta,16954
2026-07-01,Minyak Goreng (Kuning/Curah),Rata-rata DKI Jakarta,22047
2026-07-01,Cabe Merah Keriting,Rata-rata DKI Jakarta,48640
2026-07-01,Cabe Merah Besar (TW),Rata-rata DKI Jakarta,55383
2026-07-01,Cabe Rawit Merah,Rata-rata DKI Jakarta,62050
2026-07-01,Cabe Rawit Hijau,Rata-rata DKI Jakarta,56090
2026-07-01,Bawang Merah,Rata-rata DKI Jakarta,50983
2026-07-01,Bawang Putih,Rata-rata DKI Jakarta,44527
2026-07-01,Daging Sapi Has (Paha Belakang),Rata-rata DKI Jakarta,149750
2026-07-01,Daging Sapi Murni (Semur),Rata-rata DKI Jakarta,147667
2026-07-01,Ayam Broiler/Ras,Rata-rata DKI Jakarta,43137
2026-07-01,Telur Ayam Ras,Rata-rata DKI Jakarta,26093
2026-07-01,Gula Pasir,Rata-rata DKI Jakarta,18547
2026-07-01,Tepung Terigu,Rata-rata DKI Jakarta,11593
2026-07-01,Garam Dapur,Rata-rata DKI Jakarta,4538
2026-07-01,Kentang (sedang),Rata-rata DKI Jakarta,19557
2026-07-01,Tomat Buah,Rata-rata DKI Jakarta,18677
2026-07-01,Kelapa Kupas,Rata-rata DKI Jakarta,14500
2026-07-01,Semangka,Rata-rata DKI Jakarta,13553
2026-07-01,Jeruk Medan,Rata-rata DKI Jakarta,31817
2026-07-01,Daging Kambing,Rata-rata DKI Jakarta,152000
2026-07-01,Daging Babi Berlemak,Rata-rata DKI Jakarta,109167
2026-07-01,Ikan Bandeng (sedang),Rata-rata DKI Jakarta,43400
2026-07-01,Ikan Mas,Rata-rata DKI Jakarta,42457
2026-07-01,Ikan Lele,Rata-rata DKI Jakarta,30560
2026-07-01,Gas Elpiji 3kg,Rata-rata DKI Jakarta,20533
2026-07-01,Susu Bubuk Bendera 400gr,Rata-rata DKI Jakarta,45000
2026-07-01,Susu Bubuk Dancow 400gr,Rata-rata DKI Jakarta,52250
2026-07-01,Susu Kental Bendera 200gr,Rata-rata DKI Jakarta,13300
2026-07-01,Susu Kental Enak 200gr,Rata-rata DKI Jakarta,12093
2026-07-01,Margarin Blueband Cup,Rata-rata DKI Jakarta,18080
2026-07-01,Margarin Blueband Sachet,Rata-rata DKI Jakarta,10620
2026-07-01,Beras Medium,Rata-rata DKI Jakarta,13000
2026-07-01,Gula Pasir Kemasan Premium,Rata-rata DKI Jakarta,18729
2026-07-01,Minyak Goreng Kemasan Premium,Rata-rata DKI Jakarta,23292
2026-07-01,Minyak Goreng MINYAKITA,Rata-rata DKI Jakarta,17521
2026-07-01,Daging Sapi,Rata-rata DKI Jakarta,150000
2026-07-01,Cabe Rawit Ijo Besar,Rata-rata DKI Jakarta,41875
2026-07-01,Ikan Kembung,Rata-rata DKI Jakarta,45000
2026-07-01,Kacang Kedelai,Rata-rata DKI Jakarta,18250
2026-07-03,Beras IR. I (IR 64),Rata-rata DKI Jakarta,15612
2026-07-03,Beras IR. II (IR 64) Ramos,Rata-rata DKI Jakarta,14750
2026-07-03,Beras IR. III (IR 64),Rata-rata DKI Jakarta,13733
2026-07-03,Beras Muncul I,Rata-rata DKI Jakarta,15500
2026-07-03,Beras IR 42/Pera,Rata-rata DKI Jakarta,16500
2026-07-03,Beras Setra I/Premium,Rata-rata DKI Jakarta,16675
2026-07-03,Minyak Goreng (Kuning/Curah),Rata-rata DKI Jakarta,21857
2026-07-03,Cabe Merah Keriting,Rata-rata DKI Jakarta,47183
2026-07-03,Cabe Merah Besar (TW),Rata-rata DKI Jakarta,53583
2026-07-03,Cabe Rawit Merah,Rata-rata DKI Jakarta,59091
2026-07-03,Cabe Rawit Hijau,Rata-rata DKI Jakarta,53650
2026-07-03,Bawang Merah,Rata-rata DKI Jakarta,51022
2026-07-03,Bawang Putih,Rata-rata DKI Jakarta,43813
2026-07-03,Daging Sapi Has (Paha Belakang),Rata-rata DKI Jakarta,142929
2026-07-03,Daging Sapi Murni (Semur),Rata-rata DKI Jakarta,148190
2026-07-03,Ayam Broiler/Ras,Rata-rata DKI Jakarta,42843
2026-07-03,Telur Ayam Ras,Rata-rata DKI Jakarta,25564
2026-07-03,Gula Pasir,Rata-rata DKI Jakarta,18646
2026-07-03,Tepung Terigu,Rata-rata DKI Jakarta,11343
2026-07-03,Garam Dapur,Rata-rata DKI Jakarta,4490
2026-07-03,Kentang (sedang),Rata-rata DKI Jakarta,18797
2026-07-03,Tomat Buah,Rata-rata DKI Jakarta,18574
2026-07-03,Kelapa Kupas,Rata-rata DKI Jakarta,14633
2026-07-03,Semangka,Rata-rata DKI Jakarta,13408
2026-07-03,Jeruk Medan,Rata-rata DKI Jakarta,32650
2026-07-03,Daging Kambing,Rata-rata DKI Jakarta,152333
2026-07-03,Daging Babi Berlemak,Rata-rata DKI Jakarta,106167
2026-07-03,Ikan Bandeng (sedang),Rata-rata DKI Jakarta,43345
2026-07-03,Ikan Mas,Rata-rata DKI Jakarta,42600
2026-07-03,Ikan Lele,Rata-rata DKI Jakarta,30383
2026-07-03,Gas Elpiji 3kg,Rata-rata DKI Jakarta,20500
2026-07-03,Susu Bubuk Bendera 400gr,Rata-rata DKI Jakarta,45000
2026-07-03,Susu Bubuk Dancow 400gr,Rata-rata DKI Jakarta,52250
2026-07-03,Susu Kental Bendera 200gr,Rata-rata DKI Jakarta,13256
2026-07-03,Susu Kental Enak 200gr,Rata-rata DKI Jakarta,12017
2026-07-03,Margarin Blueband Cup,Rata-rata DKI Jakarta,18117
2026-07-03,Margarin Blueband Sachet,Rata-rata DKI Jakarta,10557
2026-07-03,Beras Medium,Rata-rata DKI Jakarta,13000
2026-07-03,Gula Pasir Kemasan Premium,Rata-rata DKI Jakarta,18854
2026-07-03,Minyak Goreng Kemasan Premium,Rata-rata DKI Jakarta,23000
2026-07-03,Minyak Goreng MINYAKITA,Rata-rata DKI Jakarta,17038
2026-07-03,Daging Sapi,Rata-rata DKI Jakarta,148750
2026-07-03,Cabe Rawit Ijo Besar,Rata-rata DKI Jakarta,38750
2026-07-03,Ikan Kembung,Rata-rata DKI Jakarta,41500
2026-07-03,Kacang Kedelai,Rata-rata DKI Jakarta,18556
2026-07-04,Beras IR. I (IR 64),Rata-rata DKI Jakarta,15618
2026-07-04,Beras IR. II (IR 64) Ramos,Rata-rata DKI Jakarta,14740
2026-07-04,Beras IR. III (IR 64),Rata-rata DKI Jakarta,13947
2026-07-04,Beras Muncul I,Rata-rata DKI Jakarta,15500
2026-07-04,Beras IR 42/Pera,Rata-rata DKI Jakarta,16557
2026-07-04,Beras Setra I/Premium,Rata-rata DKI Jakarta,16302
2026-07-04,Minyak Goreng (Kuning/Curah),Rata-rata DKI Jakarta,21903
2026-07-04,Cabe Merah Keriting,Rata-rata DKI Jakarta,48336
2026-07-04,Cabe Merah Besar (TW),Rata-rata DKI Jakarta,55417
2026-07-04,Cabe Rawit Merah,Rata-rata DKI Jakarta,61017
2026-07-04,Cabe Rawit Hijau,Rata-rata DKI Jakarta,53764
2026-07-04,Bawang Merah,Rata-rata DKI Jakarta,50786
2026-07-04,Bawang Putih,Rata-rata DKI Jakarta,43526
2026-07-04,Daging Sapi Has (Paha Belakang),Rata-rata DKI Jakarta,142229
2026-07-04,Daging Sapi Murni (Semur),Rata-rata DKI Jakarta,148024
2026-07-04,Ayam Broiler/Ras,Rata-rata DKI Jakarta,42293
2026-07-04,Telur Ayam Ras,Rata-rata DKI Jakarta,25862
2026-07-04,Gula Pasir,Rata-rata DKI Jakarta,18602
2026-07-04,Tepung Terigu,Rata-rata DKI Jakarta,11550
2026-07-04,Garam Dapur,Rata-rata DKI Jakarta,4825
2026-07-04,Kentang (sedang),Rata-rata DKI Jakarta,18983
2026-07-04,Tomat Buah,Rata-rata DKI Jakarta,18714
2026-07-04,Kelapa Kupas,Rata-rata DKI Jakarta,14817
2026-07-04,Semangka,Rata-rata DKI Jakarta,13783
2026-07-04,Jeruk Medan,Rata-rata DKI Jakarta,31237
2026-07-04,Daging Kambing,Rata-rata DKI Jakarta,153750
2026-07-04,Daging Babi Berlemak,Rata-rata DKI Jakarta,106167
2026-07-04,Ikan Bandeng (sedang),Rata-rata DKI Jakarta,43495
2026-07-04,Ikan Mas,Rata-rata DKI Jakarta,42050
2026-07-04,Ikan Lele,Rata-rata DKI Jakarta,30483
2026-07-04,Gas Elpiji 3kg,Rata-rata DKI Jakarta,20500
2026-07-04,Susu Bubuk Bendera 400gr,Rata-rata DKI Jakarta,45000
2026-07-04,Susu Bubuk Dancow 400gr,Rata-rata DKI Jakarta,51250
2026-07-04,Susu Kental Bendera 200gr,Rata-rata DKI Jakarta,13323
2026-07-04,Susu Kental Enak 200gr,Rata-rata DKI Jakarta,12067
2026-07-04,Margarin Blueband Cup,Rata-rata DKI Jakarta,18467
2026-07-04,Margarin Blueband Sachet,Rata-rata DKI Jakarta,10583
2026-07-04,Beras Medium,Rata-rata DKI Jakarta,14000
2026-07-04,Gula Pasir Kemasan Premium,Rata-rata DKI Jakarta,18854
2026-07-04,Minyak Goreng Kemasan Premium,Rata-rata DKI Jakarta,22833
2026-07-04,Minyak Goreng MINYAKITA,Rata-rata DKI Jakarta,17342
2026-07-04,Daging Sapi,Rata-rata DKI Jakarta,149063
2026-07-04,Cabe Rawit Ijo Besar,Rata-rata DKI Jakarta,39375
2026-07-04,Ikan Kembung,Rata-rata DKI Jakarta,46250
2026-07-04,Kacang Kedelai,Rata-rata DKI Jakarta,17667
2026-07-05,Beras IR. I (IR 64),Rata-rata DKI Jakarta,15535
2026-07-05,Beras IR. II (IR 64) Ramos,Rata-rata DKI Jakarta,14765
2026-07-05,Beras IR. III (IR 64),Rata-rata DKI Jakarta,14007
2026-07-05,Beras Muncul I,Rata-rata DKI Jakarta,16000
2026-07-05,Beras IR 42/Pera,Rata-rata DKI Jakarta,16617
2026-07-05,Beras Setra I/Premium,Rata-rata DKI Jakarta,17267
2026-07-05,Minyak Goreng (Kuning/Curah),Rata-rata DKI Jakarta,21887
2026-07-05,Cabe Merah Keriting,Rata-rata DKI Jakarta,48286
2026-07-05,Cabe Merah Besar (TW),Rata-rata DKI Jakarta,55167
2026-07-05,Cabe Rawit Merah,Rata-rata DKI Jakarta,60536
